customer,gender,income,claim,cartype,response
CI38330,M,72217,91.146661,Sedan,0
TP96247,F,18606,568.844905,SUV,0
BE54454,M,70828,297.6,Sedan,0
QT24496,F,13483,556.054702,SUV,0
HE60335,F,60021,882.871945,Sedan,1
RW61528,F,52423,571.2,Sedan,0
NG68910,M,46814,542.4,SUV,0
JI71369,F,30110,140.165035,Sedan,0
QZ24527,F,33190,508.8,SUV,1
RL74454,F,33171,236.643695,Sedan,0
XE72624,F,34653,307.2,Sedan,0
OS75493,F,42589,470.4,Sedan,0
VP55618,M,32330,379.2,Sedan,0
EA61783,F,35868,528,SUV,0
NF82527,M,0,340.8,Sedan,0
KS98084,F,50363,12.744774,Sedan,0
QO86948,M,0,806.4,SUV,0
XH47201,M,0,432,Sedan,0
FQ83162,M,0,718.700718,Sports,0
RO87000,M,50719,394.248334,Sedan,0
VG45203,F,0,326.4,Sedan,1
MI95708,F,15083,552,Sedan,0
VZ13840,M,0,301.402778,Sedan,0
NH19236,M,0,199.791024,Sedan,0
TC97762,F,52275,374.240783,Sedan,0
PS43764,M,12430,350.4,Sedan,1
MB83663,F,38736,561.414794,Sedan,0
DS58268,F,0,552,Sports,0
LV89056,F,0,655.2,Sedan,0
CP92616,M,83006,1065.049894,SUV,0
WT86597,M,0,900,SUV,1
JN51592,F,22497,1017.6,Sedan,0
SB41594,M,26691,312,Sedan,0
MC69755,F,0,364.8,Sedan,1
XS30210,M,84583,238.868659,Sedan,0
ZX73673,M,74015,471.443077,Sedan,1
WQ23548,F,0,489.6,SUV,0
GZ77449,M,58452,892.8,Sedan,0
EA63660,F,0,566.4,SUV,0
VF65251,M,0,1737.320276,SUV,0
UM53032,M,84822,219.879452,Sedan,0
BW65176,M,43499,529.490007,Sedan,0
BC34309,F,64341,79.934072,Sedan,0
QD98396,M,45867,604.8,Sports,0
TJ82551,F,46928,631.402071,Sedan,0
PR80703,F,51335,171.685669,Sedan,0
GQ42004,M,0,355.2,Sedan,0
NN68193,M,21440,972,SUV,0
MU53244,F,0,452.295175,SUV,0
HJ58678,F,57587,257.090387,Sedan,0
EO17010,M,30887,444.167713,SUV,0
NE51159,M,61783,658.125874,Sedan,0
VO25938,M,25998,791.878042,Sedan,1
NX15614,M,0,525.6,Sedan,0
NG94479,F,69844,184.379697,Sedan,0
ON45263,F,0,427.25055,Sedan,0
HR48520,M,0,784.8,SUV,0
EW86465,M,26747,404.074203,Sedan,0
BG60187,M,0,335.234102,Sedan,0
MT23134,M,0,496.474767,Sedan,1
RR74547,M,0,612,Sedan,0
CA79988,M,33124,80.119997,Sedan,0
YL65673,F,0,439.2,Sedan,0
LN43251,M,0,957.6,SUV,0
FL85008,F,11432,571.2,SUV,1
AF47139,F,42540,43.548973,Sedan,0
ZE85014,M,25064,297.6,Sedan,0
JB39997,F,36464,93.515817,Sedan,0
PE59368,F,72096,252.330905,Sedan,0
QU93024,M,0,1345.317161,SUV,0
CK15380,F,20814,288.594641,Sedan,0
WD48852,F,0,1296,SUV,0
BN83547,F,40706,166.123172,Sedan,0
AH84063,F,89642,86.320022,SUV,0
ZT31931,M,0,579.452318,Sedan,0
XB27698,M,97361,350.4,Sedan,1
HU99414,M,0,1490.4,Sedan,0
XA50997,M,91393,460.551521,Sedan,0
LZ57827,M,37695,352.311743,SUV,0
PO56357,F,64604,272.445607,Sedan,0
WM36886,M,88997,174.041566,Sedan,1
OH80943,F,0,420.041981,Sedan,1
ZV17267,F,37056,441.6,Sedan,0
IS30186,F,88375,0.42331,Sedan,0
FG43850,M,44385,465.6,Sedan,0
QN76156,F,30752,400.294003,Sedan,0
PU36617,M,48638,183.104441,Sedan,0
MA45099,M,50864,158.362972,Sedan,0
AC58002,F,53907,189.907577,Sedan,0
UA19178,F,53265,238.005074,Sedan,0
FJ12205,M,42602,63.161647,Sedan,0
TH68648,M,85522,165.002742,Sedan,0
GL69461,F,99961,316.8,Sedan,0
SZ14518,F,0,518.4,Sedan,0
AL46984,M,43259,350.4,Sedan,0
BC51708,M,51659,307.2,Sedan,0
XY80192,M,33617,761.722334,Sedan,0
GC42314,M,0,672.91665,SUV,0
MR57294,M,73168,425.800112,Sedan,1
FM59265,F,0,741.6,SUV,0
SW19699,F,49648,65.954813,Sedan,0
WI65397,F,36084,152.779038,Sedan,0
MV54498,F,59932,116.600107,Sedan,0
BA49679,F,52348,312,Sedan,0
IH64929,M,87197,247.402353,Sedan,0
XP64922,F,23333,5.622751,Sedan,0
KQ50003,F,46546,319.105565,Sedan,0
RS53995,M,52774,78.452298,Sedan,0
VI14730,M,19683,561.6,Sports,1
GE82737,F,0,619.2,Sedan,0
DL36983,F,23791,615.27228,Sedan,0
NX52648,F,33043,456,Sedan,0
YQ15567,F,18846,552,SUV,0
OS46571,M,0,475.2,Sedan,0
ZO30377,M,0,976.112456,Sedan,0
QC34927,M,74142,398.4,Sedan,0
ZT72561,M,27289,758.4,Sports,0
IP65887,F,71644,504,SUV,0
CN91738,M,56228,276.877348,Sedan,0
CH73843,M,69900,33.97,Sedan,0
WQ75856,F,84488,208.885686,Sedan,0
AC75391,F,35091,418.927204,Sedan,0
GK71720,F,0,545.240341,Sedan,0
WP58340,M,55687,1324.8,SUV,1
GV33313,F,35625,288.572108,Sedan,1
KD69941,M,0,986.4,SUV,0
XZ58588,M,0,547.2,Sedan,0
FQ89652,F,0,741.6,SUV,0
QM46642,M,15587,136.033828,Sedan,0
NK20941,M,52447,61.585668,Sedan,0
ZI95657,M,24164,657.6,Sports,1
CH50584,M,71449,734.4,SUV,0
JG36165,M,0,904.385726,Sedan,0
OE75231,F,72540,631.743039,Sedan,1
UU77151,F,44820,336.13217,Sports,0
TP52309,M,0,628.8,Sports,0
EQ96084,F,33963,222.626234,Sedan,0
RE97741,M,0,648,Sedan,0
NM77390,M,56788,579.710188,SUV,0
TM94572,M,0,885.6,SUV,0
ZZ22047,M,67798,331.2,Sedan,1
MG46007,M,0,17.938979,Sedan,0
ZF82387,M,40882,393.637436,Sedan,0
DH95491,M,0,292.8,Sedan,0
IB42395,M,0,1051.2,SUV,0
EK95340,M,49564,661.608936,Sedan,0
SE33381,F,0,907.2,SUV,0
WW68250,M,81799,326.4,Sedan,0
FD98839,M,52674,166.5492,Sedan,0
BN14307,M,0,549.271947,Sedan,0
SG51259,F,0,1486.410662,SUV,0
RQ72272,M,94304,182.815897,Sedan,0
GF19726,M,75952,350.4,Sedan,0
SD67101,F,25147,694.598288,SUV,1
NM51858,M,53252,561.6,SUV,0
OW83209,M,30344,342.832065,SUV,0
TN36916,F,93621,59.860273,SUV,0
JO64353,F,20269,475.2,Sedan,0
ZN65873,F,0,460.8,Sedan,1
YB19340,M,61374,210.100003,Sedan,0
EI85244,M,0,643.2,SUV,0
GM70734,F,29095,280.800938,Sedan,0
XD19546,F,0,523.2,SUV,0
WL65572,M,0,292.8,Sedan,0
ZY90118,M,17161,542.4,Sedan,0
FA90739,M,0,871.2,SUV,0
CV95479,M,0,770.4,Sedan,0
PL88841,M,0,302.4,Sedan,0
HW87852,M,26840,307.2,Sedan,0
VW65691,F,0,460.8,Sedan,0
RR49534,F,25820,393.6,Sedan,1
EQ15944,F,76474,355.2,Sedan,0
ES39217,F,44897,580.72531,Sedan,0
PG20605,M,0,572.522796,Sedan,0
UX38930,F,58327,347.075948,SUV,0
GA89827,M,0,622.381217,Sedan,0
YV63603,F,47137,161.640052,Sedan,0
DN29808,F,28919,518.4,Sedan,0
BV27017,F,0,772.8,SUV,0
MY11682,M,37511,579.467191,Sedan,0
PL18921,F,21514,257.248789,Sedan,1
ST65635,F,14030,345.6,Sedan,1
NP23146,F,62808,211.515893,Sedan,0
FU55433,M,62452,407.776546,Sedan,0
EE99484,F,43860,156.124914,Sedan,1
JL25091,M,79284,156.452827,Sedan,0
VN37592,M,50332,345.6,Sedan,0
WH62198,M,0,305.552429,Sedan,0
JD81426,M,97162,32.715179,Sedan,0
ST96866,M,0,960.115399,SUV,1
ON74557,M,74915,393.151377,SUV,0
JA41698,M,0,862.762957,SUV,0
IM14119,F,84495,302.4,Sedan,0
GL66847,F,62902,159.383042,Sedan,1
PS23376,F,69668,64.855035,Sedan,0
DL26809,M,0,489.6,Sedan,0
WE77831,M,0,350.4,Sedan,0
OU62959,M,95340,808.844338,SUV,0
LK19630,F,52216,362.026936,Sedan,0
PR98117,F,97666,136.27248,Sedan,0
YQ75801,F,84731,226.738219,SUV,0
YI79084,M,33738,541.755353,Sedan,0
PU21485,F,0,1159.2,SUV,0
OZ37864,F,0,114.097383,Sedan,0
TR88637,F,38893,41.965252,SUV,0
NP40205,M,99711,11.549207,Sedan,0
UZ97486,M,35095,525.6,Sedan,1
LS46182,M,0,398.4,Sedan,0
DY27653,F,56178,451.2,Sedan,0
CA58346,F,0,331.2,Sedan,0
KT54608,M,78618,225.578841,Sedan,1
EE98024,F,25866,523.2,Sedan,0
FX67699,F,0,292.8,Sedan,1
VU53417,M,23051,475.2,Sedan,0
GJ63103,F,27869,482.4,Sedan,0
SW42446,F,42513,628.207511,Sports,0
FY30870,F,32756,381.118731,Sedan,0
KI58952,F,72794,50.454459,SUV,0
TZ28073,M,23352,537.6,SUV,0
NF20746,F,0,1474.267145,Sedan,0
PE72393,F,0,840.179082,Sedan,0
AU71562,F,27179,355.2,Sedan,0
XR87264,F,20597,615.256301,Sedan,0
XI58886,M,69809,111.823103,Sedan,0
SY17488,F,46623,436.8,Sedan,0
OY66019,F,0,254.142365,Sedan,0
RE42925,M,49088,547.2,SUV,0
WV39838,F,0,149.241472,Sedan,0
BV98316,F,93721,489.594642,Sedan,0
CB62406,M,43758,1129.929433,SUV,0
GD59850,F,21299,331.2,Sedan,0
YI73667,F,0,345.6,Sedan,0
XL78013,M,49078,484.013411,Sedan,1
KH81863,F,22571,302.4,Sedan,1
VI18029,M,79271,232.753598,Sedan,0
TB77524,F,0,1339.303486,SUV,0
TB54645,F,27369,331.94306,Sedan,0
JP30654,F,48412,707.430832,SUV,0
AH65907,F,51790,340.8,Sedan,0
RO90746,F,60192,1056,Sedan,0
PO90615,F,25965,329.206567,Sedan,1
CE72177,F,39626,485.705851,Sedan,0
CF62430,F,70973,547.2,SUV,0
HJ57617,M,31686,710.661746,SUV,0
ON73702,F,33897,539.843003,SUV,0
KB35786,M,20284,532.806637,Sedan,0
PG50529,F,31972,416.2618,Sedan,0
TT36693,M,58842,528,Sedan,1
GO86980,F,56334,421.563772,Sedan,0
LE65901,F,58082,103.022126,SUV,0
DQ19343,F,57925,204.620759,Sedan,0
HO61691,F,72006,307.2,Sedan,0
FP34904,M,86599,350.4,Sedan,0
DJ87316,M,43736,614.4,SUV,0
UR49989,F,81605,424.219182,Sedan,0
WG33213,F,55005,336,Sedan,0
OA26316,F,0,699.521401,Sedan,0
RC67125,F,96506,504.513989,SUV,0
BA26944,M,0,504,SUV,0
YU35386,F,63621,444.620265,Sedan,0
QR91631,F,51205,185.530076,Sedan,0
UY18770,F,14290,1300.8,SUV,1
TY95197,F,0,453.6,Sedan,0
BQ94892,M,62873,207.75186,Sedan,1
UF56271,F,30703,336,Sedan,0
SC30127,F,12081,548.064933,Sedan,0
KU56006,F,52220,336,Sedan,0
ZN71189,F,37384,475.2,Sedan,1
UM52895,F,30130,528,SUV,0
ME37051,M,50165,129.999138,Sedan,0
YP53257,F,14290,1300.8,SUV,1
MG10140,F,41479,19.575683,Sedan,1
HG64216,M,37124,430.518791,Sedan,0
PG93638,M,28919,207.828024,Sedan,0
IM55696,F,24031,316.8,Sedan,0
OY88200,F,22664,350.4,Sedan,0
ZH28728,M,0,825.6,SUV,0
OJ84485,M,12607,528,SUV,0
LV34368,M,0,472.611522,Sedan,0
TR96772,F,61148,98.206649,Sports,0
RE68901,F,20303,340.8,Sedan,0
LQ28707,M,23665,404.817249,Sedan,1
NK26146,F,90551,374.527412,Sedan,0
UN53508,F,27357,292.8,Sedan,0
EF21564,M,84491,156.282093,SUV,0
YD74948,F,63860,208.598246,Sedan,1
CQ57225,M,0,350.4,Sedan,0
IS58553,F,22448,604.8,SUV,0
HG60406,M,0,583.2,Sedan,0
WY21918,F,79628,470.4,Sedan,0
QI31659,F,76797,234.771653,Sedan,0
PE63707,M,88567,321.6,Sedan,0
SM73248,M,0,619.2,Sedan,0
MQ74051,F,55067,353.098604,SUV,0
HB12866,F,0,1483.2,SUV,0
MO27230,F,47829,561.6,SUV,0
QX54666,M,14533,302.4,Sedan,0
ZS88847,F,27592,297.6,Sedan,0
JD71348,M,60875,410.846025,Sedan,0
II97469,M,92107,16.37296,Sedan,0
AL43715,M,67541,203.886869,Sedan,0
LD76400,F,42522,909.876614,SUV,0
QW98193,M,56480,617.650751,SUV,0
ER50891,M,39248,386.765125,Sedan,0
WW74234,F,49544,0.769185,SUV,0
KH59823,M,50943,667.2,SUV,0
YK32760,M,0,355.2,Sedan,0
JK68578,F,83868,134.836237,Sedan,0
AM34581,F,24432,71.10847,Sedan,0
ER24015,M,29318,1386.824722,SUV,0
EW27959,F,44667,245.661376,Sedan,0
PR41853,F,0,101.826804,Sports,0
ZX29705,F,0,331.2,Sedan,0
QM39493,M,16711,580.622219,Sedan,0
KH24214,M,55437,445.287788,Sedan,0
JI37927,F,0,78.975117,SUV,0
QH56750,M,0,460.8,Sedan,0
FL55134,M,20228,523.815839,SUV,1
JQ66292,F,35705,312,Sedan,0
ZI48518,F,0,558.281543,Sports,0
MZ24175,F,21604,379.2,Sedan,1
KC71643,M,99144,292.8,Sedan,0
ZZ68210,M,0,1004.755092,Sedan,0
BP34620,F,19949,355.2,Sedan,0
IQ30108,M,67591,198.080417,Sedan,0
FL22732,M,64311,157.174836,Sedan,0
RZ97514,F,0,316.8,Sedan,0
QL54532,M,0,508.8,SUV,0
LW77178,F,33879,470.4,Sedan,0
NZ30757,M,18107,297.6,Sedan,0
GM37281,F,76731,201.455005,Sedan,1
GE20220,F,47778,173.80879,Sedan,0
WM19967,F,63755,291.860708,Sedan,0
SI88726,F,38898,561.6,SUV,0
ZG16710,M,26841,418.534381,Sedan,0
MI99404,M,28215,468,Sedan,1
WX19595,M,0,962.159318,Sedan,0
IJ21010,F,48567,624,SUV,1
YA11342,M,0,518.720216,Sedan,0
SW57539,F,0,566.4,SUV,1
VZ43707,M,20132,412.8,Sedan,0
DR38127,M,46703,678.100487,Sedan,0
GB66110,M,0,722.432062,Sedan,0
AC13887,M,0,482.4,Sedan,0
XJ92660,F,79814,31.553152,Sedan,0
IR62668,F,31546,100.049832,Sedan,0
IQ15028,F,24152,345.6,Sedan,0
BE17305,M,52653,230.300308,Sedan,0
ED82243,M,26806,302.4,Sedan,1
XU43725,F,0,677.868206,SUV,0
YD48962,M,0,513.6,SUV,0
DR84620,M,72149,69.310166,SUV,0
LJ43082,F,0,143.276484,Sedan,0
EO91797,F,32370,487.736171,SUV,0
AW27717,F,12503,120.69808,Sedan,0
KI82366,M,0,806.4,Sedan,0
LO48748,F,26380,177.36984,Sedan,0
PN69476,M,0,449.601961,Sedan,0
OB52091,M,87403,456.290338,Sedan,0
DP87594,F,66023,265.629611,Sedan,0
WI58274,F,68261,84.097896,Sports,0
RE93978,M,89061,565.267705,SUV,0
JY90595,M,16042,350.4,Sedan,0
BI46495,M,0,568.8,Sedan,0
IV37346,F,52497,302.4,Sedan,0
JB20173,M,81439,108.118855,Sedan,0
WX10701,M,0,460.8,Sedan,0
OT66924,F,14606,439.772868,Sedan,0
VW46878,F,59648,316.8,Sedan,0
DE53644,F,23059,372.430947,Sedan,0
JO77924,M,66371,43.098747,SUV,0
RL97327,M,0,699.823461,Sedan,0
AM94127,M,93303,40.757983,Sedan,0
NJ72300,F,0,740.963933,SUV,0
ZX50209,F,29815,76.175672,Sedan,0
KR82385,M,66334,331.2,Sedan,0
DO93657,M,57134,436.8,Sedan,0
KZ84621,F,62375,411.228571,SUV,0
TF10720,F,67763,41.283167,Sedan,0
IR50609,M,75007,668.773522,Sedan,0
ZU88029,F,26161,594.444586,Sports,0
DB34757,M,80129,165.243007,Sedan,0
DN10177,M,0,321.6,Sedan,0
QW59726,F,87274,350.4,Sedan,0
XC67861,F,28859,321.6,Sedan,0
CK24264,M,0,39.730199,Sedan,0
PU42145,M,14072,511.2,Sedan,1
ZV36800,M,14476,542.4,Sports,0
XX32359,M,0,496.474767,Sedan,1
UK29448,M,0,525.6,Sedan,0
UK45178,F,0,482.4,Sedan,0
VU19243,F,18052,699.1679,Sedan,0
GN61665,M,47170,667.2,Sports,0
SZ61563,M,70908,521.444011,SUV,0
QU53781,M,37388,561.6,SUV,0
BV16459,M,0,251.63901,Sedan,0
DG33206,F,41854,481.269644,Sedan,0
VA89404,M,53262,223.72051,Sedan,0
MM50888,F,34317,263.592181,Sedan,0
HC37968,F,0,561.6,Sports,0
GW89148,M,90008,406.986034,SUV,0
PA19547,M,54194,112.268583,SUV,0
UA50747,F,62262,193.505325,Sedan,0
PY17715,F,58840,73.27252,Sedan,0
AM30008,M,28327,888,Sedan,0
CS30372,M,21881,133.099001,Sedan,0
UI73553,F,19864,352.394515,Sedan,1
IX32007,M,0,1145.746845,SUV,0
RO16377,M,59821,1389.6,SUV,0
CJ15590,F,32720,321.6,Sedan,0
LG45849,M,27985,561.6,Sedan,0
JH58282,F,0,316.8,Sedan,1
VI12822,F,99841,312,Sedan,0
WA68850,M,30598,508.8,SUV,0
NQ32487,F,25147,694.598288,SUV,1
RB34917,F,0,809.532341,Sedan,0
BU61331,M,46417,164.746184,Sedan,0
MD87746,M,60920,231.201886,Sedan,1
DV27428,M,62634,122.017931,SUV,0
FB95495,M,53078,764.221884,Sedan,0
IM94808,M,70051,42.078345,Sedan,0
IW54903,F,0,316.8,Sedan,1
JW12998,F,24279,604.8,Sports,0
EF52334,M,0,669.6,Sedan,0
PB31909,M,0,828,Sedan,0
IQ63581,F,40215,98.480884,Sedan,0
FI86516,F,0,489.6,Sedan,0
YT37186,F,52228,1056,SUV,0
FV92759,F,0,316.8,Sedan,1
JA17689,M,0,436.411688,Sedan,0
DK26322,M,26887,542.4,SUV,0
YU49449,M,41990,316.8,Sedan,0
XU20264,M,23506,813.6,Sedan,0
ZK58906,M,59414,65.022258,SUV,0
AP63665,F,59253,67.801384,Sedan,0
JQ74890,M,0,739.310493,Sedan,0
SJ87108,F,23904,590.4,SUV,1
UF13251,M,26032,638.098653,SUV,0
JD75068,F,0,405.384524,Sedan,0
CN49086,M,57709,600,SUV,1
KC17606,F,27444,313.931213,Sedan,0
IN28584,F,83547,75.663572,SUV,0
AJ58038,F,0,433.160284,Sedan,1
GQ11852,F,39017,592.85751,SUV,0
KK15032,F,46370,326.4,Sedan,0
SJ74501,F,26608,234.234301,Sedan,0
IZ13533,M,0,820.8,Sedan,0
IV35546,F,45820,249.742856,Sedan,0
SW94040,F,21326,632.765462,Sedan,0
OM82309,M,61321,427.63121,Sedan,0
LU82585,M,44368,384,Sedan,1
PC83755,M,95697,114.273025,Sedan,1
EM53324,F,0,345.6,Sedan,0
XG47945,M,48602,487.884823,Sedan,0
UI63465,F,51622,355.2,Sedan,0
HG81172,F,54665,99.810799,Sedan,0
PF81183,M,66429,57.712985,Sports,1
OO96263,F,45893,465.6,Sedan,0
SO55284,F,64125,369.818708,SUV,1
GQ15708,M,29790,931.2,SUV,0
UG72692,M,0,734.072654,Sedan,0
BY23642,F,0,460.8,Sedan,0
NB27041,F,34337,542.4,Sedan,1
IU94124,M,0,554.4,Sedan,0
DQ45854,F,64388,12.394834,Sedan,0
FI93397,F,0,509.028102,Sedan,0
SC66359,F,50653,262.865172,SUV,0
WA60547,F,64195,618.288849,SUV,0
VU35401,F,44619,283.668439,Sedan,0
PN35535,F,98475,552,SUV,0
ER63193,F,48784,252.076899,Sedan,0
AX99820,F,0,511.2,Sedan,0
GQ26671,F,0,453.6,Sedan,0
UP90711,F,61029,114.429816,Sedan,0
GY88677,F,46268,842.000858,Sports,0
HU82227,M,49214,371.322406,Sedan,0
NP19156,F,28264,167.889924,Sedan,0
MM90239,M,34498,398.4,Sedan,1
JX27737,M,32356,428.490681,Sedan,0
IW27109,M,0,722.877299,Sedan,0
QV40364,F,28513,480,SUV,1
XQ14689,M,0,446.4,Sedan,0
UB51030,F,0,297.6,Sedan,0
AU75025,M,58089,566.4,SUV,1
IN18876,F,0,561.6,Sedan,0
JA44693,F,0,350.207614,Sedan,0
MI13678,M,92056,89.398794,Sedan,0
GT57081,F,0,668.158687,Sedan,0
DA34555,F,80138,209.427344,Sedan,0
WZ61178,F,11896,476.254583,Sedan,0
FR46645,M,16701,831.625979,Sedan,0
GD84658,F,0,1267.549091,Sports,0
XH72278,M,0,441.6,Sedan,0
EQ90867,M,57125,326.4,Sedan,0
JN10602,F,81785,321.6,Sedan,0
NV91476,F,75606,571.2,Sedan,0
FT56968,M,22398,321.6,Sedan,0
JQ95021,M,67249,33.894695,Sedan,0
AH39293,M,72302,316.8,Sedan,1
FP66891,M,0,319.49223,Sedan,0
PK23339,F,72460,370.018108,Sedan,0
KN27565,M,34075,451.896687,SUV,0
LZ34164,F,43199,334.007478,Sedan,0
WZ98067,M,42512,77.479316,Sedan,0
VN27419,F,11828,571.479602,Sedan,1
CC46747,F,0,364.8,Sedan,0
VK69632,F,68899,66.103422,Sedan,0
ZB69355,F,23206,513.6,Sports,0
UL17918,M,0,436.369797,Sedan,0
PN77420,M,30039,498.612632,Sedan,0
VV49688,M,0,446.4,Sedan,0
VM77872,M,0,799.2,Sedan,0
TL77607,M,67969,197.776009,Sedan,0
RP12388,M,39886,290.359207,Sedan,0
TW46585,M,0,345.6,Sedan,0
BU70181,M,88997,174.041566,Sedan,1
WL67313,F,0,705.6,Sedan,0
AP56340,M,13103,458.003651,Sedan,0
WH48955,F,55270,302.4,Sedan,0
EZ43738,F,29406,326.4,Sedan,0
IS55638,F,29932,319.710124,Sedan,0
MZ84108,M,44006,494.664784,Sports,0
GB70736,F,99553,111.586995,Sedan,0
WI81695,F,0,436.8,Sedan,0
AN32867,M,81285,441.765368,Sedan,0
NU25698,F,48245,580.8,SUV,0
DA20472,M,95697,178.006524,Sports,1
GK72076,F,35457,641.230581,Sedan,0
RS54064,M,78337,36.285512,Sedan,0
IK92617,F,97830,298.362415,Sedan,0
XR74789,F,63328,427.2,Sedan,0
MN95006,M,22907,49.18776,SUV,0
FZ44411,M,0,619.267164,Sedan,0
IP93821,F,25147,694.598288,SUV,1
AP67935,M,64749,302.56519,Sedan,0
TO55166,M,72766,91.464233,Sedan,0
SI78985,F,39448,66.020788,Sedan,0
NL33789,F,53093,98.991733,SUV,0
No59551,F,12902,667.2,Sports,1
EL42453,M,41372,307.2,Sedan,0
YU15037,F,0,475.2,Sedan,0
FH68849,F,0,842.4,SUV,0
RZ89024,M,31841,126.857228,Sedan,0
FH81409,M,0,568.8,Sedan,0
HH45183,M,93308,441.6,Sedan,0
BL29240,M,81893,151.381353,Sedan,0
PN18863,M,21277,316.8,Sedan,0
AG62087,M,30335,326.132867,Sedan,0
IZ67803,M,26990,297.864823,Sedan,0
ZV93969,F,0,652.8,SUV,0
PX86841,F,72608,393.6,Sedan,1
VW27730,F,41163,231.922173,SUV,0
EI32190,M,67534,104.905661,Sedan,0
XR99310,M,97266,546.052144,Sedan,0
FM25704,M,86933,269.563038,Sedan,0
AB31813,M,0,842.391832,SUV,0
PA48777,F,25965,329.206567,Sedan,1
GJ44951,F,0,321.6,Sedan,0
CA47176,M,17103,417.6,Sedan,0
DP13082,M,76358,86.461582,Sedan,1
HC80108,F,43775,310.744656,Sedan,0
NE70831,F,86650,323.865715,Sedan,0
JF73533,M,36268,531.164627,Sedan,0
VS80344,F,28445,427.762841,Sedan,0
WQ85760,M,26991,856.8,SUV,0
GO75708,F,17200,48.780064,Sedan,0
DJ34695,M,60180,988.533256,Sedan,0
RJ32720,F,86036,501.26513,Sedan,0
MK19833,M,15383,292.8,Sedan,0
RV14138,F,23904,590.4,SUV,1
BA51898,M,39426,412.884282,SUV,0
OG69038,F,0,468,Sedan,0
IU47468,F,0,653.65668,Sedan,0
XZ17273,M,71663,84.494022,Sedan,0
HX96638,M,0,806.180375,Sedan,0
IU95336,M,24350,350.4,Sedan,0
FG24850,F,22886,312,Sedan,1
TR26615,M,0,272.381465,Sedan,0
TL59568,M,0,835.2,Sedan,0
MW98508,F,72075,22.569825,Sedan,0
MO68226,F,70263,7.345946,Sedan,1
GZ22403,M,0,753.22565,Sedan,0
SR71812,F,0,468.492761,Sedan,0
LA33814,M,66245,181.501424,SUV,0
BM21532,F,0,446.4,Sedan,0
BQ12347,M,72874,336,Sedan,0
IN77241,M,65978,251.795869,Sedan,0
CF40646,M,70082,571.2,SUV,0
JM59803,M,61776,343.278996,Sedan,0
YB14965,M,89771,432.409662,SUV,0
SD77009,M,0,979.2,SUV,0
SL70257,F,77156,445.817914,Sedan,0
TR40401,M,57709,600,SUV,1
EE28119,F,69921,373.227044,Sedan,0
BM31989,M,24012,82.211282,Sedan,0
NF90665,M,39268,188.870427,Sedan,0
IA15979,M,40598,302.791402,Sedan,0
GA74551,M,76358,86.461582,Sedan,1
ES90681,F,51808,351.149904,Sedan,0
SK47066,M,72297,109.543927,Sedan,0
DB79306,M,25480,486.545439,SUV,0
QQ51185,F,64987,182.927837,Sedan,0
XW13033,M,20961,321.6,Sedan,0
ES87355,F,48381,302.4,Sedan,0
BV57364,M,50825,369.614729,SUV,1
IS50283,F,27048,345.6,Sedan,0
LK57294,M,23402,292.8,Sedan,0
WC26700,F,0,763.2,Sedan,0
CB15842,M,40420,499.2,SUV,0
OI83286,F,56872,192.879457,Sedan,0
ZY60545,F,91535,126.634634,Sedan,0
UI77960,F,39834,398.4,Sedan,0
UF88512,M,57517,460.8,Sedan,0
EP72155,F,0,316.8,Sedan,1
YM94448,F,10787,697.798804,Sedan,0
PD94851,M,15585,67.618365,Sedan,0
YP40334,F,0,358.765757,SUV,0
GZ79662,M,47611,593.654484,Sedan,0
KN87338,F,48039,11.451889,Sedan,0
TD90906,F,93715,532.8,Sedan,0
JV68002,M,23091,460.8,Sedan,1
GS50147,M,0,794.874636,Sedan,0
WM39308,F,98713,289.894293,Sedan,0
XY39691,F,0,528,SUV,0
PM11577,F,74001,254.311154,Sedan,0
MY60905,F,0,326.4,Sedan,0
JQ29969,F,59038,588.265049,Sedan,0
MT41386,M,84768,110.484661,Sedan,0
MZ81826,F,34337,542.4,Sedan,1
EM89554,F,48091,132.041491,SUV,0
KT92231,M,0,1267.709661,Sports,0
UD47050,M,26876,364.8,Sedan,1
BH11344,F,37009,145.673348,Sedan,0
BG96711,M,24732,321.6,Sedan,0
BS90503,F,86640,65.457366,Sedan,0
OZ62735,M,69161,441.138769,Sports,0
AY43037,M,36670,907.2,Sedan,0
FP65563,M,51937,850.389259,Sedan,0
YF81002,M,26140,403.2,Sedan,0
VO75043,M,0,456,Sedan,0
CL79250,M,0,873.6,Sedan,0
GB47529,F,40308,652.8,Sports,0
XP96549,F,20868,537.6,SUV,0
IS73434,F,45892,388.8,Sedan,0
PN18507,M,88854,715.252366,Sedan,0
BK76340,M,16924,1084.8,SUV,0
BN38134,F,39428,72.32926,Sedan,0
GV68933,M,12677,500.633484,SUV,0
MF65419,M,0,835.2,Sports,0
LY69932,M,68022,494.4,Sports,0
XU35186,F,71445,336,Sedan,0
OH91173,M,28142,701.708239,Sports,1
DF74270,M,80321,166.972451,SUV,0
CO71128,F,0,1368,SUV,0
RQ94849,M,0,482.4,Sedan,0
AA69265,F,60817,494.4,Sedan,0
BC47264,F,62192,243.292609,Sedan,0
FP31685,F,24887,326.4,Sedan,0
HK93338,F,23769,470.097411,Sedan,0
SW88021,F,12222,321.6,Sedan,0
JX68983,M,94648,331.2,Sedan,0
XE17270,M,31708,451.2,Sedan,0
